UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,VIDEODISC,2015,11,10,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2015,12,15,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2016,1,11,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2016,2,7,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2016,3,10,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2016,4,7,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2016,5,9,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2016,6,10,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2016,7,9,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2016,8,6,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2016,9,5,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2017,3,2,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2017,2,6,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2017,4,5,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2017,5,8,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2017,6,3,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2017,7,5,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2017,8,4,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2017,9,3,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
Physical,Horizon,VIDEODISC,2017,10,12,"The social network [videorecording] / Columbia ; in association with Relativity Media ; a Scott Rudin/Michael De Luca/Trigger Street production ; screenplay by Aaron Sorkin ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; directed by David Fincher.",,,"Zuckerberg Mark 1984 Drama, Facebook Firm Drama, College students Drama, Social networks Drama, Feature films, Autobiographical fiction, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,",[2011]
